Location,Bed,Bath,To-let From,Rent,Title,Region
"Bosila, Mohammadpur",2,1,September Rent ,8000,"Family Flat Rent Bosila, Mohammadpur",Dhaka
"Dhaka Uddan Housing, Mohammadpur",2,2,September Rent ,12500,"Family Flat Rent Dhaka Uddan Housing, Mohammadpur",Dhaka
"Kazipara, Mirpur",1,1,August Rent ,2200,"Bachelor Seat Rent Kazipara, Mirpur",Dhaka
"Shangkar, Dhanmondi",1,1,August Rent ,3500,"Bachelor Seat Rent Shangkar, Dhanmondi",Dhaka
"Dhanmondi 32, Dhanmondi",1,1,August Rent ,8000,"Bachelor Room Rent Dhanmondi 32, Dhanmondi",Dhaka
"Zigatola, Dhanmondi",1,1,August Rent ,3500,"Bachelor Seat Rent Zigatola, Dhanmondi",Dhaka
"Mohammadpur, Dhaka",N/A,1,September Rent ,7500,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                September Rent : 7500 BDT Save Property Add to Compare",Dhaka
"Chandrima Model Town, Mohammadpur",N/A,1,September Rent ,5500,"Sublet Room Rent Chandrima Model Town, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 5500 BDT Save Property Add to Compare",Dhaka
"40 Feet, Mohammadpur",3,2,September Rent ,14000,"Family Flat Rent 40 Feet, Mohammadpur",Dhaka
"Zinzira, Keraniganj",N/A,1,August Rent ,4500,"Sublet Room Rent Zinzira, Keraniganj Room: 1, Bath: 1 To-let from:
                                August Rent : 4500 BDT Save Property Add to Compare",Dhaka
"Shangkar, Dhanmondi",1,1,August Rent ,3500,"Bachelor Seat Rent Shangkar, Dhanmondi",Dhaka
"Mohammadia Housing Society, Mohammadpur",2,1,September Rent ,15000,"Family Flat Rent Mohammadia Housing Society, Mohammadpur",Dhaka
"Dhanmondi, Dhaka",1,1,September Rent ,4000,"Bachelor Seat Rent Dhanmondi, Dhaka",Dhaka
"Dhanmondi 15, Dhanmondi",1,1,August Rent ,3500,"Bachelor Seat Rent Dhanmondi 15, Dhanmondi",Dhaka
"Farmgate, Tejgaon",1,1,September Rent ,3050,"Bachelor Seat Rent Farmgate, Tejgaon",Dhaka
"Kalabagan, Dhaka",1,1,October Rent ,9000,"Bachelor Room Rent Kalabagan, Dhaka",Dhaka
"Shangkar, Dhanmondi",1,1,August Rent ,2800,"Bachelor Room Rent Shangkar, Dhanmondi",Dhaka
"Shukrabad, Tejgaon",1,1,September Rent ,10000,"Bachelor Room Rent Shukrabad, Tejgaon",Dhaka
"Mohammadpur, Dhaka",1,1,August Rent ,3700,"Bachelor Seat Rent Mohammadpur, Dhaka",Dhaka
"Shyamoli, Mohammadpur",1,1,September Rent ,2500,"Bachelor Seat Rent Shyamoli, Mohammadpur",Dhaka
"Zigatola, Dhanmondi",1,1,August Rent ,3000,"Bachelor Seat Rent Zigatola, Dhanmondi",Dhaka
"Chad Uddan, Mohammadpur",N/A,1,August Rent ,4500,"Sublet Room Rent Chad Uddan, Mohammadpur Room: 1, Bath: 1 To-let from:
                                August Rent : 4500 BDT Save Property Add to Compare",Dhaka
"Jafrabad, Mohammadpur",1,1,August Rent ,1800,"Bachelor Seat Rent Jafrabad, Mohammadpur",Dhaka
"40 Feet, Mohammadpur",N/A,1,September Rent ,5500,"Sublet Room Rent 40 Feet, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 5500 BDT Save Property Add to Compare",Dhaka
"Mohammadpur, Dhaka",2,1,August Rent ,10000,"Family Flat Rent Mohammadpur, Dhaka",Dhaka
"Kaderabad Housing Society, Mohammadpur",1,1,August Rent ,1400,"Bachelor Seat Rent Kaderabad Housing Society, Mohammadpur",Dhaka
"Katasur, Mohammadpur",2,2,September Rent ,17000,"Family Flat Rent Katasur, Mohammadpur",Dhaka
"Chad Uddan, Mohammadpur",N/A,1,September Rent ,4500,"Sublet Room Rent Chad Uddan, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 4500 BDT Save Property Add to Compare",Dhaka
"Adabor, Dhaka",3,3,August Rent ,20000,"Family Flat Rent Adabor, Dhaka",Dhaka
"Katasur, Mohammadpur",1,1,September Rent ,2300,"Bachelor Seat Rent Katasur, Mohammadpur",Dhaka
"Mohammadpur, Dhaka",1,1,August Rent ,1800,"Bachelor Seat Rent Mohammadpur, Dhaka",Dhaka
"Mohammadpur, Dhaka",N/A,1,August Rent ,8500,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                August Rent : 8500 BDT Save Property Add to Compare",Dhaka
"Bosila, Mohammadpur",2,2,September Rent ,6500,"Family House Rent Bosila, Mohammadpur",Dhaka
"Shekhertek, Mohammadpur",1,1,August Rent ,2200,"Bachelor Seat Rent Shekhertek, Mohammadpur",Dhaka
"Shekhertek, Mohammadpur",1,1,August Rent ,3300,"Bachelor Seat Rent Shekhertek, Mohammadpur",Dhaka
"Mohammadia Housing Society, Mohammadpur",1,1,August Rent ,2500,"Bachelor Seat Rent Mohammadia Housing Society, Mohammadpur",Dhaka
"Dhaka Uddan Housing, Mohammadpur",N/A,1,September Rent ,6500,"Sublet Room Rent Dhaka Uddan Housing, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Chad Uddan, Mohammadpur",N/A,1,September Rent ,5000,"Sublet Room Rent Chad Uddan, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 5000 BDT Save Property Add to Compare",Dhaka
"Baunia, Uttara",N/A,3,August Rent ,30000,"Office Flat Rent Baunia, Uttara Room: 3, Bath: 3 To-let from:
                                August Rent : 30000 BDT Save Property Add to Compare",Dhaka
"Nandipara, Khilgaon",4,3,September Rent ,18000,"Family Flat Rent Nandipara, Khilgaon",Dhaka
"Mirpur 14, Mirpur",1,1,September Rent ,3500,"Bachelor Seat Rent Mirpur 14, Mirpur",Dhaka
"Mirpur 1, Mirpur",1,1,August Rent ,2250,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Mirpur 13, Mirpur",2,3,September Rent ,13500,"Family House Rent Mirpur 13, Mirpur",Dhaka
"Mirpur 1, Mirpur",1,1,August Rent ,2000,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Bashundhara R.A, Vatara",1,1,August Rent ,9500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Shahjadpur, Gulshan",1,1,August Rent ,1500,"Bachelor Seat Rent Shahjadpur, Gulshan",Dhaka
"Badda, Dhaka",N/A,1,August Rent ,7000,"Sublet Room Rent Badda, Dhaka Room: 1, Bath: 1 To-let from:
                                August Rent : 7000 BDT Save Property Add to Compare",Dhaka
"Rosulbag, Lalbag",1,1,August Rent ,4500,"Family House Rent Rosulbag, Lalbag",Dhaka
"Kadamtala, Khilgaon",1,1,September Rent ,7000,"Family House Rent Kadamtala, Khilgaon",Dhaka
"Mugda, Dhaka",3,2,September Rent ,18000,"Family Flat Rent Mugda, Dhaka",Dhaka
"Modinabag, Mugda",2,2,September Rent ,7000,"Bachelor Room Rent Modinabag, Mugda",Dhaka
"Hazi Camp, Airport",N/A,1,August Rent ,7000,"Sublet Room Rent Hazi Camp, Airport Room: 1, Bath: 1 To-let from:
                                August Rent : 7000 BDT Save Property Add to Compare",Dhaka
"Sector 4, Uttara",N/A,1,September Rent ,6500,"Sublet Room Rent Sector 4, Uttara Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Badda, Dhaka",N/A,1,September Rent ,9000,"Sublet Room Rent Badda, Dhaka Room: 1, Bath: 1 To-let from:
                                September Rent : 9000 BDT Save Property Add to Compare",Dhaka
"Natun Bazar, Vatara",N/A,1,September Rent ,5500,"Sublet Room Rent Natun Bazar, Vatara Room: 1, Bath: 1 To-let from:
                                September Rent : 5500 BDT Save Property Add to Compare",Dhaka
"North Badda, Badda",1,1,August Rent ,4000,"Bachelor Room Rent North Badda, Badda",Dhaka
"Nurer Chala, Vatara",1,1,August Rent ,2000,"Bachelor Seat Rent Nurer Chala, Vatara",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,2500,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Khilkhet, Dhaka",1,1,August Rent ,5000,"Bachelor Seat Rent Khilkhet, Dhaka",Dhaka
"Azimpur, Lalbag",1,1,September Rent ,2300,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka
"Lalbag, Dhaka",N/A,1,August Rent ,7800,"Sublet Room Rent Lalbag, Dhaka Room: 1, Bath: 1 To-let from:
                                August Rent : 7800 BDT Save Property Add to Compare",Dhaka
"Lalbag, Dhaka",1,1,August Rent ,2935,"Bachelor Seat Rent Lalbag, Dhaka",Dhaka
"Malibag, Shahjahanpur",4,4,September Rent ,27000,"Family House Rent Malibag, Shahjahanpur",Dhaka
"Khilkhet, Dhaka",1,1,August Rent ,6000,"Bachelor Seat Rent Khilkhet, Dhaka",Dhaka
"Moddopara, Khilkhet",N/A,1,September Rent ,7000,"Sublet Room Rent Moddopara, Khilkhet Room: 1, Bath: 1 To-let from:
                                September Rent : 7000 BDT Save Property Add to Compare",Dhaka
"Khilkhet, Dhaka",2,2,September Rent ,16000,"Family Flat Rent Khilkhet, Dhaka",Dhaka
"Khilkhet, Dhaka",1,1,August Rent ,2500,"Bachelor Seat Rent Khilkhet, Dhaka",Dhaka
"Uttarpara, Khilkhet",N/A,1,October Rent ,7000,"Sublet Room Rent Uttarpara, Khilkhet Room: 1, Bath: 1 To-let from:
                                October Rent : 7000 BDT Save Property Add to Compare",Dhaka
"Khilkhet, Dhaka",1,1,August Rent ,3800,"Bachelor Room Rent Khilkhet, Dhaka",Dhaka
"Mirpur 14, Mirpur",1,1,August Rent ,3000,"Bachelor Seat Rent Mirpur 14, Mirpur",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,2660,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Khilkhet, Dhaka",1,1,August Rent ,7000,"Bachelor House Rent Khilkhet, Dhaka",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,9000,"Bachelor Room Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,3700,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,2367,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Matikata, Cantonment",1,1,August Rent ,3000,"Bachelor Seat Rent Matikata, Cantonment",Dhaka
"Tikatuli, Wari",1,1,August Rent ,7500,"Family House Rent Tikatuli, Wari",Dhaka
"Bosila, Mohammadpur",1,1,August Rent ,6500,"Bachelor Room Rent Bosila, Mohammadpur",Dhaka
"Bhashantek, Dhaka",3,3,September Rent ,13000,"Family Flat Rent Bhashantek, Dhaka",Dhaka
"Segunbagicha, Ramna",N/A,1,August Rent ,12000,"Sublet Room Rent Segunbagicha, Ramna Room: 1, Bath: 1 To-let from:
                                August Rent : 12000 BDT Save Property Add to Compare",Dhaka
"Gopibag, Motijheel",2,2,August Rent ,15000,"Family House Rent Gopibag, Motijheel",Dhaka
"Moghbazar, Ramna",N/A,1,September Rent ,7500,"Sublet Room Rent Moghbazar, Ramna Room: 1, Bath: 1 To-let from:
                                September Rent : 7500 BDT Save Property Add to Compare",Dhaka
"Manda, Mugda",2,1,September Rent ,6500,"Family House Rent Manda, Mugda",Dhaka
"Modhubag, Rampura",2,1,August Rent ,7500,"Family House Rent Modhubag, Rampura",Dhaka
"Mirpur 11, Mirpur",N/A,1,September Rent ,6500,"Sublet Room Rent Mirpur 11, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Mirpur 6, Mirpur",1,1,August Rent ,6000,"Bachelor Room Rent Mirpur 6, Mirpur",Dhaka
"Mirpur 10, Mirpur",1,1,August Rent ,2965,"Bachelor Seat Rent Mirpur 10, Mirpur",Dhaka
"Mirpur 1, Mirpur",2,2,September Rent ,15000,"Family Flat Rent Mirpur 1, Mirpur",Dhaka
"Kazipara, Mirpur",1,1,August Rent ,1800,"Bachelor Seat Rent Kazipara, Mirpur",Dhaka
"Paikpara, Mirpur",N/A,1,September Rent ,10500,"Sublet Room Rent Paikpara, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 10500 BDT Save Property Add to Compare",Dhaka
"Pallabi, Mirpur",N/A,1,August Rent ,6000,"Sublet Room Rent Pallabi, Mirpur Room: 1, Bath: 1 To-let from:
                                August Rent : 6000 BDT Save Property Add to Compare",Dhaka
"Mirpur 1, Mirpur",2,2,August Rent ,12500,"Family Flat Rent Mirpur 1, Mirpur",Dhaka
"Mirpur 2, Mirpur",1,1,August Rent ,4375,"Bachelor Seat Rent Mirpur 2, Mirpur",Dhaka
"Monipur, Mirpur",2,2,August Rent ,20000,"Family House Rent Monipur, Mirpur",Dhaka
"Sector 11, Uttara",1,1,September Rent ,3800,"Bachelor Seat Rent Sector 11, Uttara",Dhaka
"Sector 13, Uttara",1,1,August Rent ,4500,"Bachelor Seat Rent Sector 13, Uttara",Dhaka
"Kochukhet, Kafrul",1,1,August Rent ,3000,"Bachelor Seat Rent Kochukhet, Kafrul",Dhaka
"Bashundhara R.A, Vatara",3,3,August Rent ,30000,"Family House Rent Bashundhara R.A, Vatara",Dhaka
"Faydabad, Daskhinkhan",2,2,September Rent ,8500,"Family Flat Rent Faydabad, Daskhinkhan",Dhaka
"Vatara, Dhaka",1,1,September Rent ,11000,"Bachelor Room Rent Vatara, Dhaka",Dhaka
"Beparipara, Uttarkhan",1,1,August Rent ,3500,"Bachelor Room Rent Beparipara, Uttarkhan",Dhaka
"Bashundhara R.A, Vatara",1,1,September Rent ,12000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",1,1,September Rent ,11500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Nikunja 2, Khilkhet",1,1,September Rent ,3400,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Sector 11, Uttara",1,1,August Rent ,7000,"Bachelor Room Rent Sector 11, Uttara",Dhaka
"Bashundhara R.A, Vatara",1,1,August Rent ,13000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Sector 6, Uttara",N/A,1,August Rent ,7500,"Sublet Room Rent Sector 6, Uttara Room: 1, Bath: 1 To-let from:
                                August Rent : 7500 BDT Save Property Add to Compare",Dhaka
"Shangkar, Dhanmondi",1,1,August Rent ,3200,"Bachelor Seat Rent Shangkar, Dhanmondi",Dhaka
"Shekhertek, Mohammadpur",3,3,August Rent ,14000,"Family House Rent Shekhertek, Mohammadpur",Dhaka
"Nabi Nagar Housing, Mohammadpur",2,2,August Rent ,12000,"Family House Rent Nabi Nagar Housing, Mohammadpur",Dhaka
"Mohammadia Housing Society, Mohammadpur",2,2,August Rent ,16000,"Family House Rent Mohammadia Housing Society, Mohammadpur",Dhaka
"Dhanmondi, Dhaka",1,1,August Rent ,2900,"Bachelor Seat Rent Dhanmondi, Dhaka",Dhaka
"Mohammadpur, Dhaka",N/A,1,September Rent ,6000,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                September Rent : 6000 BDT Save Property Add to Compare",Dhaka
"Rayer Bazar, Mohammadpur",N/A,1,September Rent ,6500,"Sublet Room Rent Rayer Bazar, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Tejgaon, Dhaka",1,1,August Rent ,3000,"Bachelor Seat Rent Tejgaon, Dhaka",Dhaka
"Kalabagan, Dhaka",1,1,August Rent ,3000,"Bachelor Seat Rent Kalabagan, Dhaka",Dhaka
"Dhanmondi, Dhaka",N/A,1,September Rent ,11000,"Sublet Room Rent Dhanmondi, Dhaka Room: 1, Bath: 1 To-let from:
                                September Rent : 11000 BDT Save Property Add to Compare",Dhaka
"Zigatola, Dhanmondi",1,1,August Rent ,3500,"Bachelor Seat Rent Zigatola, Dhanmondi",Dhaka
"Shekhertek, Mohammadpur",N/A,1,September Rent ,7500,"Sublet Room Rent Shekhertek, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 7500 BDT Save Property Add to Compare",Dhaka
"South Banasree, Rampura",3,2,September Rent ,11000,"Family House Rent South Banasree, Rampura",Dhaka
"Banasree, Rampura",1,1,September Rent ,1900,"Bachelor Seat Rent Banasree, Rampura",Dhaka
"Aftab Nagar, Badda",N/A,1,August Rent ,10000,"Office Room Rent Aftab Nagar, Badda Room: 1, Bath: 1 To-let from:
                                August Rent : 10000 BDT Save Property Add to Compare",Dhaka
"North Badda, Badda",N/A,1,September Rent ,6500,"Sublet Room Rent North Badda, Badda Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Rampura, Dhaka",1,1,August Rent ,6500,"Bachelor Seat Rent Rampura, Dhaka",Dhaka
"Banasree, Rampura",1,1,September Rent ,4500,"Bachelor Room Rent Banasree, Rampura",Dhaka
"South Banasree, Rampura",1,1,August Rent ,2200,"Bachelor Seat Rent South Banasree, Rampura",Dhaka
"Aftab Nagar, Badda",2,2,August Rent ,15000,"Family House Rent Aftab Nagar, Badda",Dhaka
"Hazipara, Rampura",3,3,August Rent ,24500,"Family House Rent Hazipara, Rampura",Dhaka
"North Badda, Badda",N/A,1,September Rent ,6000,"Sublet Room Rent North Badda, Badda Room: 1, Bath: 1 To-let from:
                                September Rent : 6000 BDT Save Property Add to Compare",Dhaka
"West Rampura, Rampura",1,1,August Rent ,2000,"Bachelor Seat Rent West Rampura, Rampura",Dhaka
"West Rampura, Rampura",1,1,August Rent ,3000,"Bachelor Seat Rent West Rampura, Rampura",Dhaka
"Bhatpara, Savar",2,1,September Rent ,6000,"Family House Rent Bhatpara, Savar",Dhaka
"Ramna, Dhaka",3,4,October Rent ,30000,"Family Apartment Rent Ramna, Dhaka",Dhaka
"Bashundhara R.A, Vatara",1,1,August Rent ,9000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Savar, Dhaka",1,1,August Rent ,4000,"Bachelor Room Rent Savar, Dhaka",Dhaka
"Savar, Dhaka",2,2,September Rent ,8500,"Family House Rent Savar, Dhaka",Dhaka
"Bashundhara R.A, Vatara",1,1,August Rent ,9000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",4,3,August Rent ,50000,"Family House Rent Bashundhara R.A, Vatara",Dhaka
"Kuril, Vatara",1,1,August Rent ,8000,"Bachelor Seat Rent Kuril, Vatara",Dhaka
"Basabo, Khilgaon",1,1,September Rent ,2500,"Bachelor Seat Rent Basabo, Khilgaon",Dhaka
"Banasree, Rampura",1,1,August Rent ,5000,"Bachelor Room Rent Banasree, Rampura",Dhaka
"Meradia, Khilgaon",2,2,August Rent ,15500,"Family House Rent Meradia, Khilgaon",Dhaka
"Banasree, Rampura",1,1,August Rent ,3500,"Bachelor Seat Rent Banasree, Rampura",Dhaka
"Rampura, Dhaka",1,1,August Rent ,2000,"Bachelor Seat Rent Rampura, Dhaka",Dhaka
"Middle Badda, Badda",1,1,October Rent ,8000,"Family Room Rent Middle Badda, Badda",Dhaka
"Aftab Nagar, Badda",2,2,August Rent ,15000,"Family House Rent Aftab Nagar, Badda",Dhaka
"West Rampura, Rampura",2,2,September Rent ,15500,"Family House Rent West Rampura, Rampura",Dhaka
"Savar, Dhaka",1,1,August Rent ,1250,"Bachelor Seat Rent Savar, Dhaka",Dhaka
"Savar, Dhaka",1,1,August Rent ,2500,"Bachelor Seat Rent Savar, Dhaka",Dhaka
"Savar, Dhaka",1,1,August Rent ,2000,"Bachelor Seat Rent Savar, Dhaka",Dhaka
"Jatrabari, Dhaka",3,2,August Rent ,13000,"Family House Rent Jatrabari, Dhaka",Dhaka
"Gopibag, Motijheel",2,1,August Rent ,8000,"Family House Rent Gopibag, Motijheel",Dhaka
"Tikatuli, Wari",2,1,September Rent ,9000,"Family House Rent Tikatuli, Wari",Dhaka
"Moghbazar, Ramna",1,1,August Rent ,3100,"Bachelor Seat Rent Moghbazar, Ramna",Dhaka
"Nikunja 2, Khilkhet",1,1,September Rent ,3100,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,3066,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,July Rent ,3850,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,3000,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,September Rent ,7000,"Bachelor Room Rent Nikunja 2, Khilkhet",Dhaka
"Khilkhet, Dhaka",2,1,September Rent ,7500,"Family House Rent Khilkhet, Dhaka",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,3500,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,3500,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Lalbag, Dhaka",1,1,August Rent ,3000,"Bachelor Seat Rent Lalbag, Dhaka",Dhaka
"Azimpur, Lalbag",N/A,1,October Rent ,9000,"Sublet Room Rent Azimpur, Lalbag Room: 1, Bath: 1 To-let from:
                                October Rent : 9000 BDT Save Property Add to Compare",Dhaka
"Ashkona, Airport",2,1,July Rent ,6500,"Family Flat Rent Ashkona, Airport",Dhaka
"Uttarpara, Khilkhet",1,1,August Rent ,8000,"Family House Rent Uttarpara, Khilkhet",Dhaka
"Moddopara, Khilkhet",1,1,August Rent ,3000,"Bachelor Seat Rent Moddopara, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,6000,"Bachelor Room Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,August Rent ,8800,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Nikunja 2, Khilkhet",1,1,September Rent ,7500,"Bachelor Room Rent Nikunja 2, Khilkhet",Dhaka
"Rayerbag, Jatrabari",2,2,August Rent ,9000,"Family Flat Rent Rayerbag, Jatrabari",Dhaka
"Lalbag, Dhaka",1,1,August Rent ,3550,"Bachelor Seat Rent Lalbag, Dhaka",Dhaka
"Lalbag, Dhaka",1,1,August Rent ,2200,"Bachelor Seat Rent Lalbag, Dhaka",Dhaka
"Rosulbag, Lalbag",1,1,August Rent ,2040,"Bachelor Seat Rent Rosulbag, Lalbag",Dhaka
"Azimpur, Lalbag",1,1,August Rent ,3020,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka
"Lalbag, Dhaka",1,1,August Rent ,2050,"Bachelor Seat Rent Lalbag, Dhaka",Dhaka
"Sector 14, Uttara",1,1,September Rent ,4500,"Bachelor Seat Rent Sector 14, Uttara",Dhaka
"Aainusbag, Daskhinkhan",2,2,August Rent ,9500,"Family House Rent Aainusbag, Daskhinkhan",Dhaka
"Badda, Dhaka",1,1,August Rent ,2500,"Bachelor Seat Rent Badda, Dhaka",Dhaka
"North Badda, Badda",N/A,1,September Rent ,7000,"Sublet Room Rent North Badda, Badda Room: 1, Bath: 1 To-let from:
                                September Rent : 7000 BDT Save Property Add to Compare",Dhaka
"Mohakhali, Gulshan",1,1,August Rent ,3500,"Bachelor Seat Rent Mohakhali, Gulshan",Dhaka
"Mirpur 1, Mirpur",1,1,September Rent ,2500,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Kazipara, Mirpur",1,1,August Rent ,1800,"Bachelor Seat Rent Kazipara, Mirpur",Dhaka
"Mirpur 11, Mirpur",1,1,August Rent ,7000,"Bachelor Room Rent Mirpur 11, Mirpur",Dhaka
"Shewrapara, Mirpur",2,2,August Rent ,14000,"Family House Rent Shewrapara, Mirpur",Dhaka
"Sector 18, Uttara",1,1,August Rent ,9000,"Bachelor Room Rent Sector 18, Uttara",Dhaka
"Uttara, Dhaka",N/A,1,August Rent ,6500,"Sublet Room Rent Uttara, Dhaka Room: 1, Bath: 1 To-let from:
                                August Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Sector 13, Uttara",1,1,August Rent ,2200,"Bachelor Seat Rent Sector 13, Uttara",Dhaka
"Sector 11, Uttara",1,1,September Rent ,7000,"Bachelor Room Rent Sector 11, Uttara",Dhaka
"Azampur, Uttara",1,1,August Rent ,2700,"Bachelor Seat Rent Azampur, Uttara",Dhaka
