Location,Bed,Bath,To-let From,Rent,Title,Region,Month,SubArea,PropertyType
"Bosila, Mohammadpur",2,2,October Rent ,13000,"Family House Rent Bosila, Mohammadpur",Dhaka,10,Bosila,Family
"Mirpur 2, Mirpur",1,1,September Rent ,1700,"Bachelor Seat Rent Mirpur 2, Mirpur",Dhaka,9,Mirpur 2,Bachelor Seat
"Kazipara, Mirpur",1,1,September Rent ,10000,"Bachelor Room Rent Kazipara, Mirpur",Dhaka,9,Kazipara,Bachelor Room
"Mirpur 12, Mirpur",3,3,October Rent ,25000,"Family Flat Rent Mirpur 12, Mirpur",Dhaka,10,Mirpur 12,Family
"Badda DIT Project, Badda",0,1,September Rent ,6000,"Sublet Room Rent Badda DIT Project, Badda Room: 1, Bath: 1 To-let from:
                                September Rent : 6000 BDT Save Property Add to Compare",Dhaka,9,Badda DIT Project,Sublet
"Merul Badda, Badda",0,1,September Rent ,9500,"Sublet Room Rent Merul Badda, Badda Room: 1, Bath: 1 To-let from:
                                September Rent : 9500 BDT Save Property Add to Compare",Dhaka,9,Merul Badda,Sublet
"Banasree, Rampura",1,1,September Rent ,8500,"Bachelor Room Rent Banasree, Rampura",Dhaka,9,Banasree,Bachelor Room
"Azimpur, Lalbag",1,1,September Rent ,2650,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Azimpur, Lalbag",1,1,September Rent ,3000,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Khilkhet, Dhaka",1,1,September Rent ,7000,"Bachelor Room Rent Khilkhet, Dhaka",Dhaka,9,Khilkhet,Bachelor Room
"Daskhinkhan, Dhaka",3,2,September Rent ,10000,"Family Flat Rent Daskhinkhan, Dhaka",Dhaka,9,Daskhinkhan,Family
"Badda, Dhaka",1,1,October Rent ,5500,"Family Unit Rent Badda, Dhaka",Dhaka,10,Badda,Family
"Bashundhara R.A, Vatara",3,2,September Rent ,27000,"Bachelor House Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Other
"Dhanmondi 32, Dhanmondi",1,1,September Rent ,4200,"Bachelor Seat Rent Dhanmondi 32, Dhanmondi",Dhaka,9,Dhanmondi 32,Bachelor Seat
"Uttara, Dhaka",1,1,September Rent ,4700,"Bachelor Seat Rent Uttara, Dhaka",Dhaka,9,Uttara,Bachelor Seat
"Uttara, Dhaka",3,4,September Rent ,22000,"Family Apartment Rent Uttara, Dhaka",Dhaka,9,Uttara,Family
"Kathalbagan, Kalabagan",1,1,October Rent ,5600,"Bachelor Room Rent Kathalbagan, Kalabagan",Dhaka,10,Kathalbagan,Bachelor Room
"Mirpur, Dhaka",0,1,September Rent ,7000,"Sublet Room Rent Mirpur, Dhaka Room: 1, Bath: 1 To-let from:
                                September Rent : 7000 BDT Save Property Add to Compare",Dhaka,9,Mirpur,Sublet
"Uttarkhan, Dhaka",2,2,October Rent ,9000,"Family House Rent Uttarkhan, Dhaka",Dhaka,10,Uttarkhan,Family
"Shonir Akhra, Jatrabari",2,2,October Rent ,9000,"Family House Rent Shonir Akhra, Jatrabari",Dhaka,10,Shonir Akhra,Family
"Sayeed Nagar, Vatara",0,1,September Rent ,7000,"Sublet Room Rent Sayeed Nagar, Vatara Room: 1, Bath: 1 To-let from:
                                September Rent : 7000 BDT Save Property Add to Compare",Dhaka,9,Sayeed Nagar,Sublet
"Bashundhara R.A, Vatara",1,1,September Rent ,9000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Bachelor Room
"Khilbari Tek, Badda",1,1,September Rent ,2000,"Bachelor Room Rent Khilbari Tek, Badda",Dhaka,9,Khilbari Tek,Bachelor Room
"Nurer Chala, Vatara",1,1,September Rent ,4100,"Bachelor Seat Rent Nurer Chala, Vatara",Dhaka,9,Nurer Chala,Bachelor Seat
"Bashundhara R.A, Vatara",1,1,September Rent ,15000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Bachelor Room
"Khilgaon, Dhaka",1,1,September Rent ,3500,"Bachelor Seat Rent Khilgaon, Dhaka",Dhaka,9,Khilgaon,Bachelor Seat
"Moghbazar, Ramna",0,1,September Rent ,10000,"Sublet Room Rent Moghbazar, Ramna Room: 1, Bath: 1 To-let from:
                                September Rent : 10000 BDT Save Property Add to Compare",Dhaka,9,Moghbazar,Sublet
"Bashundhara R.A, Vatara",1,1,October Rent ,12500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Bachelor Room
"Nurer Chala, Vatara",1,1,September Rent ,1850,"Bachelor Seat Rent Nurer Chala, Vatara",Dhaka,9,Nurer Chala,Bachelor Seat
"Azimpur, Lalbag",2,2,October Rent ,11000,"Family Flat Rent Azimpur, Lalbag",Dhaka,10,Azimpur,Family
"Paikpara, Mirpur",1,1,September Rent ,2142,"Bachelor Seat Rent Paikpara, Mirpur",Dhaka,9,Paikpara,Bachelor Seat
"Mirpur 11, Mirpur",1,1,September Rent ,2500,"Bachelor Seat Rent Mirpur 11, Mirpur",Dhaka,9,Mirpur 11,Bachelor Seat
"Mirpur 11, Mirpur",0,1,September Rent ,3000,"Sublet Seat Rent Mirpur 11, Mirpur Seat: 1, Bath: 1 To-let from:
                                September Rent : 3000 BDT Save Property Add to Compare",Dhaka,9,Mirpur 11,Bachelor Seat
"Mirpur 1, Mirpur",3,3,October Rent ,22000,"Family Flat Rent Mirpur 1, Mirpur",Dhaka,10,Mirpur 1,Family
"Mirpur 12, Mirpur",1,1,September Rent ,3000,"Bachelor Seat Rent Mirpur 12, Mirpur",Dhaka,9,Mirpur 12,Bachelor Seat
"Mirpur 10, Mirpur",1,1,September Rent ,2600,"Bachelor Seat Rent Mirpur 10, Mirpur",Dhaka,9,Mirpur 10,Bachelor Seat
"Kazipara, Mirpur",1,1,September Rent ,2500,"Bachelor Seat Rent Kazipara, Mirpur",Dhaka,9,Kazipara,Bachelor Seat
"Paikpara, Mirpur",0,1,September Rent ,9000,"Sublet Room Rent Paikpara, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 9000 BDT Save Property Add to Compare",Dhaka,9,Paikpara,Sublet
"Bashundhara R.A, Vatara",4,4,September Rent ,37000,"Family Apartment Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Family
"Banasree, Rampura",0,1,September Rent ,7500,"Sublet Room Rent Banasree, Rampura Room: 1, Bath: 1 To-let from:
                                September Rent : 7500 BDT Save Property Add to Compare",Dhaka,9,Banasree,Sublet
"Aftab Nagar, Badda",1,1,September Rent ,7000,"Bachelor Room Rent Aftab Nagar, Badda",Dhaka,9,Aftab Nagar,Bachelor Room
"Banasree, Rampura",3,3,September Rent ,23000,"Family Flat Rent Banasree, Rampura",Dhaka,9,Banasree,Family
"Badda, Dhaka",1,1,September Rent ,9000,"Bachelor Room Rent Badda, Dhaka",Dhaka,9,Badda,Bachelor Room
"Meradia, Khilgaon",1,1,September Rent ,2000,"Bachelor Seat Rent Meradia, Khilgaon",Dhaka,9,Meradia,Bachelor Seat
"North Badda, Badda",0,1,November Rent ,7500,"Sublet Room Rent North Badda, Badda Room: 1, Bath: 1 To-let from:
                                November Rent : 7500 BDT Save Property Add to Compare",Dhaka,11,North Badda,Sublet
"Bashundhara R.A, Vatara",1,1,October Rent ,10500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Bachelor Room
"Kuril, Vatara",1,1,September Rent ,5500,"Bachelor Room Rent Kuril, Vatara",Dhaka,9,Kuril,Bachelor Room
"Kafrul, Dhaka",1,1,September Rent ,2500,"Bachelor Seat Rent Kafrul, Dhaka",Dhaka,9,Kafrul,Bachelor Seat
"Azimpur, Lalbag",1,1,September Rent ,2500,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Bashundhara R.A, Vatara",0,1,September Rent ,13000,"Sublet Room Rent Bashundhara R.A, Vatara Room: 1, Bath: 1 To-let from:
                                September Rent : 13000 BDT Save Property Add to Compare",Dhaka,9,Bashundhara R.A,Sublet
"Sector 14, Uttara",1,1,September Rent ,5000,"Bachelor Room Rent Sector 14, Uttara",Dhaka,9,Sector 14,Bachelor Room
"Ashkona, Airport",0,1,September Rent ,3750,"Sublet Seat Rent Ashkona, Airport Seat: 1, Bath: 1 To-let from:
                                September Rent : 3750 BDT Save Property Add to Compare",Dhaka,9,Ashkona,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,September Rent ,8200,"Bachelor Room Rent Nikunja 2, Khilkhet",Dhaka,9,Nikunja 2,Bachelor Room
"Nikunja 2, Khilkhet",1,1,September Rent ,2833,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,9,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",0,1,September Rent ,3200,"Sublet Seat Rent Nikunja 2, Khilkhet Seat: 1, Bath: 1 To-let from:
                                September Rent : 3200 BDT Save Property Add to Compare",Dhaka,9,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,September Rent ,3800,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,9,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,September Rent ,3700,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,9,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",2,1,October Rent ,19000,"Family Flat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Family
"Nikunja 2, Khilkhet",1,1,September Rent ,3500,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,9,Nikunja 2,Bachelor Seat
"Shangkar, Dhanmondi",1,1,September Rent ,3000,"Bachelor Seat Rent Shangkar, Dhanmondi",Dhaka,9,Shangkar,Bachelor Seat
"Shekhertek, Mohammadpur",3,2,October Rent ,13500,"Family Flat Rent Shekhertek, Mohammadpur",Dhaka,10,Shekhertek,Family
"Ati, Keraniganj",2,1,September Rent ,7500,"Family House Rent Ati, Keraniganj",Dhaka,9,Ati,Family
"Vatara, Dhaka",1,1,September Rent ,2750,"Bachelor Seat Rent Vatara, Dhaka",Dhaka,9,Vatara,Bachelor Seat
"South Banasree, Rampura",1,1,September Rent ,1850,"Bachelor Seat Rent South Banasree, Rampura",Dhaka,9,South Banasree,Bachelor Seat
"Sector 10, Uttara",1,1,September Rent ,3000,"Bachelor Seat Rent Sector 10, Uttara",Dhaka,9,Sector 10,Bachelor Seat
"Mohakhali, Gulshan",1,1,September Rent ,11000,"Bachelor Room Rent Mohakhali, Gulshan",Dhaka,9,Mohakhali,Bachelor Room
"Shukrabad, Tejgaon",1,1,September Rent ,4500,"Bachelor Seat Rent Shukrabad, Tejgaon",Dhaka,9,Shukrabad,Bachelor Seat
"Shukrabad, Tejgaon",1,1,September Rent ,2650,"Bachelor Seat Rent Shukrabad, Tejgaon",Dhaka,9,Shukrabad,Bachelor Seat
"Azimpur, Lalbag",1,1,September Rent ,2800,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Hatirpul, Kalabagan",2,2,October Rent ,22000,"Family House Rent Hatirpul, Kalabagan",Dhaka,10,Hatirpul,Family
"Zigatola, Dhanmondi",1,1,September Rent ,2100,"Bachelor Seat Rent Zigatola, Dhanmondi",Dhaka,9,Zigatola,Bachelor Seat
"Azimpur, Lalbag",1,1,September Rent ,2450,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Hatirpul, Kalabagan",2,2,October Rent ,22000,"Family Flat Rent Hatirpul, Kalabagan",Dhaka,10,Hatirpul,Family
"Dhaka Uddan Housing, Mohammadpur",0,1,September Rent ,7000,"Sublet Room Rent Dhaka Uddan Housing, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 7000 BDT Save Property Add to Compare",Dhaka,9,Dhaka Uddan Housing,Sublet
"Mirpur 1, Mirpur",1,1,September Rent ,1750,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka,9,Mirpur 1,Bachelor Seat
"Chandrima Model Town, Mohammadpur",2,1,September Rent ,8000,"Family Flat Rent Chandrima Model Town, Mohammadpur",Dhaka,9,Chandrima Model Town,Family
"Mohakhali, Gulshan",1,1,October Rent ,5500,"Bachelor Room Rent Mohakhali, Gulshan",Dhaka,10,Mohakhali,Bachelor Room
"Khilkhet, Dhaka",2,1,September Rent ,11000,"Family House Rent Khilkhet, Dhaka",Dhaka,9,Khilkhet,Family
"Mugda, Dhaka",1,1,September Rent ,8000,"Family Flat Rent Mugda, Dhaka",Dhaka,9,Mugda,Family
"Jatrabari, Dhaka",1,1,September Rent ,3500,"Bachelor Room Rent Jatrabari, Dhaka",Dhaka,9,Jatrabari,Bachelor Room
"Basabo, Sabujbag",3,2,September Rent ,20500,"Family Flat Rent Basabo, Sabujbag",Dhaka,9,Basabo,Family
"Malibag, Shahjahanpur",1,1,September Rent ,2000,"Bachelor Seat Rent Malibag, Shahjahanpur",Dhaka,9,Malibag,Bachelor Seat
"Moghbazar, Ramna",1,1,September Rent ,2000,"Bachelor Seat Rent Moghbazar, Ramna",Dhaka,9,Moghbazar,Bachelor Seat
"Siddheswari, Shahjahanpur",1,1,September Rent ,3800,"Bachelor Seat Rent Siddheswari, Shahjahanpur",Dhaka,9,Siddheswari,Bachelor Seat
"Kazipara, Mirpur",1,1,September Rent ,1500,"Bachelor Seat Rent Kazipara, Mirpur",Dhaka,9,Kazipara,Bachelor Seat
"Mohammadpur, Dhaka",2,1,September Rent ,7500,"Family House Rent Mohammadpur, Dhaka",Dhaka,9,Mohammadpur,Family
"Banasree, Rampura",1,1,October Rent ,12000,"Family House Rent Banasree, Rampura",Dhaka,10,Banasree,Family
"Bashundhara R.A, Vatara",4,4,September Rent ,50000,"Family House Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Family
"Uttara, Dhaka",1,1,September Rent ,3000,"Family House Rent Uttara, Dhaka",Dhaka,9,Uttara,Family
"Khilkhet, Dhaka",1,1,September Rent ,6000,"Family House Rent Khilkhet, Dhaka",Dhaka,9,Khilkhet,Family
"Kuril, Vatara",1,1,September Rent ,3000,"Bachelor Seat Rent Kuril, Vatara",Dhaka,9,Kuril,Bachelor Seat
"Shonir Akhra, Jatrabari",1,1,October Rent ,5000,"Family House Rent Shonir Akhra, Jatrabari",Dhaka,10,Shonir Akhra,Family
"Banasree, Rampura",3,2,November Rent ,14000,"Family Flat Rent Banasree, Rampura",Dhaka,11,Banasree,Family
"Khilkhet, Dhaka",1,1,September Rent ,6000,"Bachelor Room Rent Khilkhet, Dhaka",Dhaka,9,Khilkhet,Bachelor Room
"Azimpur, Lalbag",1,1,September Rent ,3300,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Azimpur, Lalbag",1,1,September Rent ,3800,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Panthapath, Kalabagan",0,1,September Rent ,14500,"Sublet Room Rent Panthapath, Kalabagan Room: 1, Bath: 1 To-let from:
                                September Rent : 14500 BDT Save Property Add to Compare",Dhaka,9,Panthapath,Sublet
"Banasree, Rampura",1,1,September Rent ,2800,"Bachelor Seat Rent Banasree, Rampura",Dhaka,9,Banasree,Bachelor Seat
"Shahjadpur, Gulshan",1,1,September Rent ,2800,"Bachelor Seat Rent Shahjadpur, Gulshan",Dhaka,9,Shahjadpur,Bachelor Seat
"Bosila, Mohammadpur",0,1,September Rent ,6000,"Sublet Room Rent Bosila, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 6000 BDT Save Property Add to Compare",Dhaka,9,Bosila,Sublet
"Pallabi, Mirpur",2,2,October Rent ,15000,"Family Flat Rent Pallabi, Mirpur",Dhaka,10,Pallabi,Family
"Mirpur 1, Mirpur",1,1,September Rent ,2300,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka,9,Mirpur 1,Bachelor Seat
"Sector 10, Uttara",1,1,September Rent ,3250,"Bachelor Seat Rent Sector 10, Uttara",Dhaka,9,Sector 10,Bachelor Seat
"Dhaka Uddan Housing, Mohammadpur",3,3,September Rent ,19000,"Family Flat Rent Dhaka Uddan Housing, Mohammadpur",Dhaka,9,Dhaka Uddan Housing,Family
"Dhaka Housing, Adabor",2,2,October Rent ,17000,"Family Flat Rent Dhaka Housing, Adabor",Dhaka,10,Dhaka Housing,Family
"Kaderabad Housing Society, Mohammadpur",1,1,September Rent ,3100,"Bachelor Seat Rent Kaderabad Housing Society, Mohammadpur",Dhaka,9,Kaderabad Housing Society,Bachelor Seat
"Mohakhali, Gulshan",0,1,October Rent ,8500,"Sublet Room Rent Mohakhali, Gulshan Room: 1, Bath: 1 To-let from:
                                October Rent : 8500 BDT Save Property Add to Compare",Dhaka,10,Mohakhali,Sublet
"Kazipara, Mirpur",0,1,September Rent ,10000,"Sublet Room Rent Kazipara, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 10000 BDT Save Property Add to Compare",Dhaka,9,Kazipara,Sublet
"Mohakhali, Gulshan",1,1,September Rent ,3500,"Bachelor Seat Rent Mohakhali, Gulshan",Dhaka,9,Mohakhali,Bachelor Seat
"Mohakhali, Gulshan",1,1,September Rent ,2500,"Bachelor Seat Rent Mohakhali, Gulshan",Dhaka,9,Mohakhali,Bachelor Seat
"Nakhal Para, Tejgaon",1,1,September Rent ,3500,"Bachelor Seat Rent Nakhal Para, Tejgaon",Dhaka,9,Nakhal Para,Bachelor Seat
"Mohakhali, Gulshan",1,1,September Rent ,2600,"Bachelor Room Rent Mohakhali, Gulshan",Dhaka,9,Mohakhali,Bachelor Room
"Banani, Dhaka",1,1,September Rent ,2350,"Bachelor Seat Rent Banani, Dhaka",Dhaka,9,Banani,Bachelor Seat
"Panthapath, Kalabagan",1,1,September Rent ,3260,"Bachelor Seat Rent Panthapath, Kalabagan",Dhaka,9,Panthapath,Bachelor Seat
"Azimpur, Lalbag",1,1,September Rent ,2100,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Sobhanbagh, Dhanmondi",1,1,September Rent ,4200,"Bachelor Seat Rent Sobhanbagh, Dhanmondi",Dhaka,9,Sobhanbagh,Bachelor Seat
"Kafrul, Dhaka",2,1,September Rent ,8500,"Family Flat Rent Kafrul, Dhaka",Dhaka,9,Kafrul,Family
"Nikunja 2, Khilkhet",0,1,September Rent ,75000,"Office Flat Rent Nikunja 2, Khilkhet Room: 1, Bath: 1 To-let from:
                                September Rent : 75000 BDT Save Property Add to Compare",Dhaka,9,Nikunja 2,Room
"Shyamoli, Mohammadpur",0,1,September Rent ,7000,"Sublet Room Rent Shyamoli, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 7000 BDT Save Property Add to Compare",Dhaka,9,Shyamoli,Sublet
"Kallyanpur, Mirpur",1,1,September Rent ,1750,"Bachelor Seat Rent Kallyanpur, Mirpur",Dhaka,9,Kallyanpur,Bachelor Seat
"Sector 9, Uttara",1,1,September Rent ,4500,"Bachelor Seat Rent Sector 9, Uttara",Dhaka,9,Sector 9,Bachelor Seat
"Kallyanpur, Mirpur",1,1,September Rent ,2100,"Bachelor Seat Rent Kallyanpur, Mirpur",Dhaka,9,Kallyanpur,Bachelor Seat
"Kallyanpur, Mirpur",1,1,September Rent ,2000,"Bachelor Seat Rent Kallyanpur, Mirpur",Dhaka,9,Kallyanpur,Bachelor Seat
"Kallyanpur, Mirpur",1,1,September Rent ,10500,"Family Flat Rent Kallyanpur, Mirpur",Dhaka,9,Kallyanpur,Family
"Dhanmondi, Dhaka",0,4,September Rent ,78000,"Office Apartment Rent Dhanmondi, Dhaka Room: 3, Bath: 4 To-let from:
                                September Rent : 78000 BDT Save Property Add to Compare",Dhaka,9,Dhanmondi,Room
"Mirpur 11, Mirpur",1,1,September Rent ,6500,"Bachelor Room Rent Mirpur 11, Mirpur",Dhaka,9,Mirpur 11,Bachelor Room
"Farmgate, Tejgaon",2,2,September Rent ,15500,"Family Flat Rent Farmgate, Tejgaon",Dhaka,9,Farmgate,Family
"Badda, Dhaka",1,1,October Rent ,9000,"Family Room Rent Badda, Dhaka",Dhaka,10,Badda,Family
"Badda, Dhaka",1,1,September Rent ,4000,"Bachelor Seat Rent Badda, Dhaka",Dhaka,9,Badda,Bachelor Seat
"Dhaka Uddan Housing, Mohammadpur",0,1,September Rent ,8500,"Sublet Room Rent Dhaka Uddan Housing, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 8500 BDT Save Property Add to Compare",Dhaka,9,Dhaka Uddan Housing,Sublet
"Mugda, Dhaka",2,2,September Rent ,10000,"Family Flat Rent Mugda, Dhaka",Dhaka,9,Mugda,Family
"Mirpur 12, Mirpur",0,1,September Rent ,6500,"Sublet Room Rent Mirpur 12, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka,9,Mirpur 12,Sublet
"Nurer Chala, Vatara",0,1,October Rent ,7500,"Sublet Room Rent Nurer Chala, Vatara Room: 1, Bath: 1 To-let from:
                                October Rent : 7500 BDT Save Property Add to Compare",Dhaka,10,Nurer Chala,Sublet
"Dhanmondi 15, Dhanmondi",2,1,October Rent ,15500,"Family Flat Rent Dhanmondi 15, Dhanmondi",Dhaka,10,Dhanmondi 15,Family
"Bashundhara R.A, Vatara",1,1,September Rent ,13000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Bachelor Room
"Nadda, Gulshan",1,1,September Rent ,6000,"Bachelor Room Rent Nadda, Gulshan",Dhaka,9,Nadda,Bachelor Room
"Bashundhara R.A, Vatara",1,1,October Rent ,3500,"Bachelor Seat Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Bachelor Seat
"Bashundhara R.A, Vatara",1,1,September Rent ,8000,"Family Room Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Family
"Bashundhara R.A, Vatara",1,1,September Rent ,5500,"Bachelor Seat Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Bachelor Seat
"Dogair, Demra",0,1,September Rent ,3000,"Sublet Room Rent Dogair, Demra Room: 1, Bath: 1 To-let from:
                                September Rent : 3000 BDT Save Property Add to Compare",Dhaka,9,Dogair,Sublet
"Kathalbagan, Kalabagan",0,1,October Rent ,9000,"Sublet Room Rent Kathalbagan, Kalabagan Room: 1, Bath: 1 To-let from:
                                October Rent : 9000 BDT Save Property Add to Compare",Dhaka,10,Kathalbagan,Sublet
"60 Feet Road, Mirpur",3,3,September Rent ,55000,"Family Flat Rent 60 Feet Road, Mirpur",Dhaka,9,60 Feet Road,Family
"Mirpur 1, Mirpur",0,1,September Rent ,8000,"Sublet Room Rent Mirpur 1, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 8000 BDT Save Property Add to Compare",Dhaka,9,Mirpur 1,Sublet
"Mouchak, Shahjahanpur",1,1,September Rent ,4000,"Bachelor Seat Rent Mouchak, Shahjahanpur",Dhaka,9,Mouchak,Bachelor Seat
"Mirpur 1, Mirpur",1,1,October Rent ,8000,"Family Room Rent Mirpur 1, Mirpur",Dhaka,10,Mirpur 1,Family
"Noboudoy Housing, Mohammadpur",2,2,September Rent ,13000,"Family Flat Rent Noboudoy Housing, Mohammadpur",Dhaka,9,Noboudoy Housing,Family
"Khilgaon, Dhaka",1,1,September Rent ,3500,"Bachelor Seat Rent Khilgaon, Dhaka",Dhaka,9,Khilgaon,Bachelor Seat
"Tilpapara, Khilgaon",1,1,September Rent ,3500,"Bachelor Seat Rent Tilpapara, Khilgaon",Dhaka,9,Tilpapara,Bachelor Seat
"Bosila, Mohammadpur",1,1,September Rent ,6300,"Bachelor Room Rent Bosila, Mohammadpur",Dhaka,9,Bosila,Bachelor Room
"Mirpur 1, Mirpur",0,1,September Rent ,8500,"Sublet Room Rent Mirpur 1, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 8500 BDT Save Property Add to Compare",Dhaka,9,Mirpur 1,Sublet
"Banasree, Rampura",1,1,September Rent ,3500,"Bachelor Seat Rent Banasree, Rampura",Dhaka,9,Banasree,Bachelor Seat
"Banasree, Rampura",1,1,September Rent ,2600,"Bachelor Seat Rent Banasree, Rampura",Dhaka,9,Banasree,Bachelor Seat
"Lalbag, Dhaka",1,1,September Rent ,2300,"Bachelor Seat Rent Lalbag, Dhaka",Dhaka,9,Lalbag,Bachelor Seat
"Bashundhara R.A, Vatara",4,4,September Rent ,60000,"Family Apartment Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Family
"Khilgaon, Dhaka",1,1,September Rent ,2363,"Bachelor Seat Rent Khilgaon, Dhaka",Dhaka,9,Khilgaon,Bachelor Seat
"Mohammadpur, Dhaka",3,3,September Rent ,28500,"Family Flat Rent Mohammadpur, Dhaka",Dhaka,9,Mohammadpur,Family
"Uttara, Dhaka",1,1,September Rent ,4200,"Bachelor Seat Rent Uttara, Dhaka",Dhaka,9,Uttara,Bachelor Seat
"Uttara, Dhaka",3,3,September Rent ,25000,"Family Flat Rent Uttara, Dhaka",Dhaka,9,Uttara,Family
"Azimpur, Lalbag",1,1,September Rent ,2100,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,9,Azimpur,Bachelor Seat
"Ashkona, Airport",3,3,September Rent ,13000,"Family Flat Rent Ashkona, Airport",Dhaka,9,Ashkona,Family
